latitude,longitude,type,name,number,postal_code,street,confidence,region,region_code,county,locality,administrative_area,neighbourhood,country,country_code,continent,label,location,map_url
50.938904,6.933672,venue,Brussels,16,50674,Brüsseler Platz,1.0,North Rhine-Westphalia,NW,Köln,Cologne,Köln,,Germany,DEU,Europe,"Brussels, Cologne, NW, Germany",Brussels,
51.474951,7.213937,locality,Bochum,,,,1.0,North Rhine-Westphalia,NW,Bochum,Bochum,Bochum,,Germany,DEU,Europe,"Bochum, NW, Germany",Bochum,
,,,,,,,,,,,,,,,,,,Abingdon,
49.37625,8.769869,locality,Heidelberg,,,,1.0,Baden-Württemberg,BW,Rhein-Neckar-Kreis,Heidelberg,Neckargemünd,,Germany,DEU,Europe,"Heidelberg, BW, Germany",Heidelberg,
52.494795,9.8578,locality,Burgwedel,,,,1.0,Lower Saxony,NI,Hannover,Burgwedel,Burgwedel,,Germany,DEU,Europe,"Burgwedel, NI, Germany",Burgwedel,
48.473373,7.945307,locality,Offenburg,,,,1.0,Baden-Württemberg,BW,Ortenaukreis,Offenburg,Offenburg,,Germany,DEU,Europe,"Offenburg, BW, Germany",Offenburg,
48.641863,12.491006,locality,Dingolfing,,,,1.0,Bavaria,BY,Dingolfing-Landau,Dingolfing,Dingolfing,,Germany,DEU,Europe,"Dingolfing, BY, Germany",Dingolfing,
50.970097,9.687096,country,Germany,,,,1.0,,,,,,,Germany,DEU,Europe,Germany,Germany,
48.533862,12.148372,locality,Landshut,,,,1.0,Bavaria,BY,Landshut,Landshut,Landshut,,Germany,DEU,Europe,"Landshut, BY, Germany",Landshut,
49.769869,8.644382,locality,Seeheim-Jugenheim,,,,1.0,Hesse,HE,Darmstadt-Dieburg,Seeheim-Jugenheim,Seeheim-Jugenheim,,Germany,DEU,Europe,"Seeheim-Jugenheim, HE, Germany",Seeheim-Jugenheim,
50.951783,6.641902,venue,Zagreb,15,50126,Südweststraße,1.0,North Rhine-Westphalia,NW,Rhein-Erft-Kreis,Bergheim,Bergheim,,Germany,DEU,Europe,"Zagreb, Bergheim, NW, Germany",Zagreb,
51.437117,6.894836,locality,Mülheim,,,,0.6,North Rhine-Westphalia,NW,Mülheim an der Ruhr,Mülheim,Mülheim an der Ruhr,,Germany,DEU,Europe,"Mülheim, NW, Germany",Mülheim,
,,,,,,,,,,,,,,,,,,Villach,
50.254292,8.640696,locality,Friedrichsdorf,,,,1.0,Hesse,HE,Hochtaunuskreis,Friedrichsdorf,Friedrichsdorf,,Germany,DEU,Europe,"Friedrichsdorf, HE, Germany",Friedrichsdorf,
52.510275,13.405999,venue,Hybrid City Lab,18,10179,Neue Grünstraße,1.0,Berlin,BE,,Berlin,Berlin,Mitte,Germany,DEU,Europe,"Hybrid City Lab, Berlin, Germany",hybrid,
48.042742,7.647589,locality,Ihringen,,,,1.0,Baden-Württemberg,BW,Breisgau-Hochschwarzwald,Ihringen,Breisach am Rhein,,Germany,DEU,Europe,"Ihringen, BW, Germany",Ihringen,
49.783139,9.879325,locality,Höchberg,,,,1.0,Bavaria,BY,Würzburg,Höchberg,Höchberg,,Germany,DEU,Europe,"Höchberg, BY, Germany",Höchberg,
49.495737,9.813047,locality,Igersheim,,,,1.0,Baden-Württemberg,BW,Main-Tauber-Kreis,Igersheim,Bad Mergentheim,,Germany,DEU,Europe,"Igersheim, BW, Germany",Igersheim,
50.767644,7.190509,locality,Sankt Augustin,,,,1.0,North Rhine-Westphalia,NW,Rhein-Sieg-Kreis,Sankt Augustin,Sankt Augustin,,Germany,DEU,Europe,"Sankt Augustin, NW, Germany",Sankt Augustin,
49.480113,9.903584,locality,Weikersheim,,,,1.0,Baden-Württemberg,BW,Main-Tauber-Kreis,Weikersheim,Weikersheim,,Germany,DEU,Europe,"Weikersheim, BW, Germany",Weikersheim,
48.2266,11.6741,locality,Ismaning,,,,1.0,Bavaria,BY,München,Ismaning,Ismaning,,Germany,DEU,Europe,"Ismaning, BY, Germany",Ismaning,
49.142251,9.210942,locality,Heilbronn,,,,1.0,Baden-Württemberg,BW,Heilbronn,Heilbronn,Heilbronn,,Germany,DEU,Europe,"Heilbronn, BW, Germany",Heilbronn,
52.274158,8.047347,locality,Osnabrück,,,,1.0,Lower Saxony,NI,Osnabrück,Osnabrück,Osnabrück,,Germany,DEU,Europe,"Osnabrück, NI, Germany",Osnabrück,
51.180907,7.180644,locality,Remscheid,,,,1.0,North Rhine-Westphalia,NW,Remscheid,Remscheid,Remscheid,,Germany,DEU,Europe,"Remscheid, NW, Germany",Remscheid,
49.894754,8.610809,locality,Weiterstadt,,,,1.0,Hesse,HE,Darmstadt-Dieburg,Weiterstadt,Weiterstadt,,Germany,DEU,Europe,"Weiterstadt, HE, Germany",Weiterstadt,
51.129669,9.547216,locality,Melsungen,,,,1.0,Hesse,HE,Schwalm-Eder-Kreis,Melsungen,Melsungen,,Germany,DEU,Europe,"Melsungen, HE, Germany",Melsungen,
49.759432,6.650828,venue,Europa,,,,1.0,Rhineland-Palatinate,RP,Trier,Trier,Trier,,Germany,DEU,Europe,"Europa, Trier, RP, Germany",Europa,
48.792711,9.016429,locality,Leonberg,,,,1.0,Baden-Württemberg,BW,Böblingen,Leonberg,Leonberg,,Germany,DEU,Europe,"Leonberg, BW, Germany",Leonberg,
50.129861,6.137678,venue,52 Luxembourg,,,,1.0,Rhineland-Palatinate,RP,Eifelkreis Bitburg-Prüm,Sevenig (Our),Arzfeld,,Germany,DEU,Europe,"52 Luxembourg, Sevenig (Our), RP, Germany",Luxembourg,
50.920271,11.580264,locality,Jena,,,,1.0,Thuringia,TH,Jena,Jena,Jena,,Germany,DEU,Europe,"Jena, TH, Germany",Jena,
53.250306,10.414613,locality,Lüneburg,,,,1.0,Lower Saxony,NI,Lüneburg,Lüneburg,Lüneburg,,Germany,DEU,Europe,"Lüneburg, NI, Germany",Lüneburg,
49.069568,9.289487,locality,Abstatt,,,,1.0,Baden-Württemberg,BW,Heilbronn,Abstatt,Schozach-Bottwartal,,Germany,DEU,Europe,"Abstatt, BW, Germany",Abstatt,
49.746425,8.11676,locality,Alzey,,,,1.0,Rhineland-Palatinate,RP,Alzey-Worms,Alzey,Alzey,,Germany,DEU,Europe,"Alzey, RP, Germany",Alzey,
52.919263,9.250542,locality,Verden an der Aller,,,,1.0,Lower Saxony,NI,Verden,Verden an der Aller,Verden (Aller),,Germany,DEU,Europe,"Verden an der Aller, NI, Germany",Verden,
52.684756,9.911589,locality,Winsen an der Aller,,,,1.0,Lower Saxony,NI,Celle,Winsen an der Aller,Winsen (Aller),,Germany,DEU,Europe,"Winsen an der Aller, NI, Germany",Aller,
48.697338,8.132098,locality,Bühl,,,,1.0,Baden-Württemberg,BW,Rastatt,Bühl,Bühl,,Germany,DEU,Europe,"Bühl, BW, Germany",Bühl,
49.329484,7.334935,locality,Homburg,,,,1.0,Saarland,SL,Saarpfalz-Kreis,Homburg,Homburg,,Germany,DEU,Europe,"Homburg, SL, Germany",Homburg,
48.431585,11.594587,locality,Allershausen,,,,1.0,Bavaria,BY,Freising,Allershausen,Allershausen,,Germany,DEU,Europe,"Allershausen, BY, Germany",Allershausen,
49.154164,8.291435,locality,Rülzheim,,,,1.0,Rhineland-Palatinate,RP,Germersheim,Rülzheim,Rülzheim,,Germany,DEU,Europe,"Rülzheim, RP, Germany",Rülzheim,
48.453804,8.693657,locality,Horb am Neckar,,,,1.0,Baden-Württemberg,BW,Freudenstadt,Horb am Neckar,Horb am Neckar,,Germany,DEU,Europe,"Horb am Neckar, BW, Germany",Horb,
51.094865,8.626307,locality,Bromskirchen,,,,1.0,Hesse,HE,Waldeck-Frankenberg,Bromskirchen,Bromskirchen,,Germany,DEU,Europe,"Bromskirchen, HE, Germany",Bromskirchen,
47.892072,10.267813,locality,Wolfertschwenden,,,,1.0,Bavaria,BY,Unterallgäu,Wolfertschwenden,Bad Grönenbach,,Germany,DEU,Europe,"Wolfertschwenden, BY, Germany",Wolfertschwenden,
51.66718,6.962979,locality,Dorsten,,,,1.0,North Rhine-Westphalia,NW,Recklinghausen,Dorsten,Dorsten,,Germany,DEU,Europe,"Dorsten, NW, Germany",Dorsten,
51.718539,8.740642,locality,Paderborn,,,,1.0,North Rhine-Westphalia,NW,Paderborn,Paderborn,Paderborn,,Germany,DEU,Europe,"Paderborn, NW, Germany",Paderborn,
52.157833,10.411769,locality,Salzgitter,,,,1.0,Lower Saxony,NI,Salzgitter,Salzgitter,Salzgitter,,Germany,DEU,Europe,"Salzgitter, NI, Germany",Salzgitter,
48.393453,10.026622,locality,Neu-Ulm,,,,1.0,Bavaria,BY,Neu-Ulm,Neu-Ulm,Neu-Ulm,,Germany,DEU,Europe,"Neu-Ulm, BY, Germany",Neu-Ulm,
48.753432,8.549484,locality,Bad Wildbad,,,,1.0,Baden-Württemberg,BW,Calw,Bad Wildbad,Bad Wildbad,,Germany,DEU,Europe,"Bad Wildbad, BW, Germany",Bad Wildbad,
51.903311,8.390601,locality,Gütersloh,,,,1.0,North Rhine-Westphalia,NW,Gütersloh,Gütersloh,Gütersloh,,Germany,DEU,Europe,"Gütersloh, NW, Germany",Gütersloh,
52.29757,8.894268,locality,Minden,,,,1.0,North Rhine-Westphalia,NW,Minden-Lübbecke,Minden,Minden,,Germany,DEU,Europe,"Minden, NW, Germany",Minden,
48.180834,12.841521,locality,Burghausen,,,,1.0,Bavaria,BY,Altötting,Burghausen,Burghausen,,Germany,DEU,Europe,"Burghausen, BY, Germany",Burghausen,
53.536564,8.099767,locality,Wilhelmshaven,,,,1.0,Lower Saxony,NI,Wilhelmshaven,Wilhelmshaven,Wilhelmshaven,,Germany,DEU,Europe,"Wilhelmshaven, NI, Germany",Wilhelmshaven,
50.229276,8.767219,locality,Karben,,,,1.0,Hesse,HE,Wetteraukreis,Karben,Karben,,Germany,DEU,Europe,"Karben, HE, Germany",Karben,
47.67017,9.381973,locality,Immenstaad am Bodensee,,,,1.0,Baden-Württemberg,BW,Bodenseekreis,Immenstaad am Bodensee,Friedrichshafen,,Germany,DEU,Europe,"Immenstaad am Bodensee, BW, Germany",Immenstaad,
51.829936,8.149658,locality,Oelde,,,,1.0,North Rhine-Westphalia,NW,Warendorf,Oelde,Oelde,,Germany,DEU,Europe,"Oelde, NW, Germany",Oelde,
51.75589,8.22049,neighbourhood,Basel,,,,0.6,North Rhine-Westphalia,NW,Warendorf,Wadersloh,Wadersloh,Basel,Germany,DEU,Europe,"Basel, Wadersloh, NW, Germany",Basel,
,,,,,,,,,,,,,,,,,,Oensingen,
48.347977,8.071256,locality,Zell am Harmersbach,,,,1.0,Baden-Württemberg,BW,Ortenaukreis,Zell am Harmersbach,Zell am Harmersbach,,Germany,DEU,Europe,"Zell am Harmersbach, BW, Germany",Zell,
51.56528,12.13279,neighbourhood,Schweiz,,,,0.6,Saxony-Anhalt,ST,Saalekreis,Landsberg,Landsberg,Schweiz,Germany,DEU,Europe,"Schweiz, Landsberg, ST, Germany",Schweiz,
47.618029,7.665466,locality,Loerrach,,,,1.0,Baden-Württemberg,BW,Lörrach,Loerrach,Lörrach,,Germany,DEU,Europe,"Loerrach, BW, Germany",Lörrach,
47.560866,7.78799,locality,Rheinfelden,,,,1.0,Baden-Württemberg,BW,Lörrach,Rheinfelden,Rheinfelden (Baden),,Germany,DEU,Europe,"Rheinfelden, BW, Germany",Rheinfelden,
50.334935,7.712906,locality,Bad Ems,,,,1.0,Rhineland-Palatinate,RP,Rhein-Lahn-Kreis,Bad Ems,Bad Ems,,Germany,DEU,Europe,"Bad Ems, RP, Germany",Bad Ems,
50.553947,9.676195,locality,Fulda,,,,1.0,Hesse,HE,Fulda,Fulda,Fulda,,Germany,DEU,Europe,"Fulda, HE, Germany",Fulda,
47.6428,7.74005,locality,Steinen,,,,1.0,Baden-Württemberg,BW,Lörrach,Steinen,Steinen,,Germany,DEU,Europe,"Steinen, BW, Germany",Steinen,
48.798726,9.063708,locality,Gerlingen,,,,1.0,Baden-Württemberg,BW,Ludwigsburg,Gerlingen,Gerlingen,,Germany,DEU,Europe,"Gerlingen, BW, Germany",Gerlingen-Schillerhöhe,
48.524568,9.117632,locality,Kusterdingen,,,,1.0,Baden-Württemberg,BW,Tübingen,Kusterdingen,Kusterdingen,,Germany,DEU,Europe,"Kusterdingen, BW, Germany",Kusterdingen,
50.045714,10.223773,locality,Schweinfurt,,,,1.0,Bavaria,BY,Schweinfurt,Schweinfurt,Schweinfurt,,Germany,DEU,Europe,"Schweinfurt, BY, Germany",Schweinfurt,
51.220335,7.956622,locality,Plettenberg,,,,1.0,North Rhine-Westphalia,NW,Olpe,Plettenberg,Finnentrop,,Germany,DEU,Europe,"Plettenberg, NW, Germany",Plettenberg,
51.823092,11.287817,locality,Gatersleben,,,,1.0,Saxony-Anhalt,ST,Salzlandkreis,Gatersleben,Seeland,,Germany,DEU,Europe,"Gatersleben, ST, Germany",Gatersleben,
48.691368,9.420216,locality,Wernau,,,,1.0,Baden-Württemberg,BW,Esslingen,Wernau,Wernau (Neckar),,Germany,DEU,Europe,"Wernau, BW, Germany",Wernau,
49.37,8.735,locality,Rhein-Neckar-Kreis,,,,1.0,Baden-Württemberg,BW,Rhein-Neckar-Kreis,Rhein-Neckar-Kreis,Neckargemünd,,Germany,DEU,Europe,"Rhein-Neckar-Kreis, BW, Germany",Neckar,
48.225116,8.41761,locality,Schramberg,,,,1.0,Baden-Württemberg,BW,Rottweil,Schramberg,Schramberg,,Germany,DEU,Europe,"Schramberg, BW, Germany",Schramberg,
50.714118,7.400272,locality,Hennef,,,,1.0,Rhineland-Palatinate,RP,Neuwied,Hennef,Asbach,,Germany,DEU,Europe,"Hennef, RP, Germany",Hennef,
,,,,,,,,,,,,,,,,,,Tallin,
52.133757,11.619067,venue,Amsterdam,9,39108,Olvenstedter Straße,1.0,Saxony-Anhalt,ST,Magdeburg,Magdeburg,Magdeburg,,Germany,DEU,Europe,"Amsterdam, Magdeburg, ST, Germany",Amsterdam,
49.16895,9.919476,locality,Ilshofen,,,,1.0,Baden-Württemberg,BW,Schwäbisch Hall,Ilshofen,Ilshofen-Vellberg,,Germany,DEU,Europe,"Ilshofen, BW, Germany",Ilshofen,
48.836284,8.911176,locality,Mönsheim,,,,1.0,Baden-Württemberg,BW,Böblingen,Mönsheim,Weissach,,Germany,DEU,Europe,"Mönsheim, BW, Germany",Mönsheim,
48.150544,11.345154,locality,Puchheim,,,,1.0,Bavaria,BY,Fürstenfeldbruck,Puchheim,Puchheim,,Germany,DEU,Europe,"Puchheim, BY, Germany",Puchheim,
50.873347,6.68953,locality,Kerpen,,,,1.0,North Rhine-Westphalia,NW,Rhein-Erft-Kreis,Kerpen,Kerpen,,Germany,DEU,Europe,"Kerpen, NW, Germany",Kerpen,
50.179279,9.038583,locality,Langenselbold,,,,1.0,Hesse,HE,Main-Kinzig-Kreis,Langenselbold,Langenselbold,,Germany,DEU,Europe,"Langenselbold, HE, Germany",Langenselbold,
48.89912,9.195073,locality,Ludwigsburg,,,,1.0,Baden-Württemberg,BW,Ludwigsburg,Ludwigsburg,Ludwigsburg,,Germany,DEU,Europe,"Ludwigsburg, BW, Germany",Ludwigsburg,
47.541105,10.260103,locality,Blaichach,,,,1.0,Bavaria,BY,Oberallgäu,Blaichach,Blaichach,,Germany,DEU,Europe,"Blaichach, BY, Germany",Blaichach,
50.644868,8.702625,locality,Lollar,,,,1.0,Hesse,HE,Gießen,Lollar,Lollar,,Germany,DEU,Europe,"Lollar, HE, Germany",Lollar,
50.438801,7.825746,locality,Montabaur,,,,1.0,Rhineland-Palatinate,RP,Westerwaldkreis,Montabaur,Montabaur,,Germany,DEU,Europe,"Montabaur, RP, Germany",Montabaur,
47.880558,11.701025,locality,Holzkirchen,,,,1.0,Bavaria,BY,Miesbach,Holzkirchen,Holzkirchen,,Germany,DEU,Europe,"Holzkirchen, BY, Germany",Holzkirchen,
51.540584,7.20971,locality,Herne,,,,1.0,North Rhine-Westphalia,NW,Herne,Herne,Herne,,Germany,DEU,Europe,"Herne, NW, Germany",Herne,
48.876757,9.077487,locality,Schwieberdingen,,,,1.0,Baden-Württemberg,BW,Ludwigsburg,Schwieberdingen,Schwieberdingen-Hemmingen,,Germany,DEU,Europe,"Schwieberdingen, BW, Germany",Schwieberdingen,
47.558444,9.704194,locality,Lindau,,,,1.0,Bavaria,BY,Lindau,Lindau,Lindau (Bodensee),,Germany,DEU,Europe,"Lindau, BY, Germany",Lindau,
49.439283,7.760953,locality,Kaiserslautern,,,,1.0,Rhineland-Palatinate,RP,Kaiserslautern,Kaiserslautern,Kaiserslautern,,Germany,DEU,Europe,"Kaiserslautern, RP, Germany",Kaiserslautern,
48.096726,7.967846,locality,Waldkirch,,,,1.0,Baden-Württemberg,BW,Emmendingen,Waldkirch,Waldkirch,,Germany,DEU,Europe,"Waldkirch, BW, Germany",Waldkirch,
53.576158,10.007046,locality,Hamburg,,,,1.0,Hamburg,HH,Hamburg,Hamburg,Hamburg,,Germany,DEU,Europe,"Hamburg, Germany",Hamburg-Rahlstedt,
52.163186,10.550799,locality,Wolfenbüttel,,,,1.0,Lower Saxony,NI,Wolfenbuttel,Wolfenbüttel,Wolfenbüttel,,Germany,DEU,Europe,"Wolfenbüttel, NI, Germany",Wolfenbüttel,
49.078381,8.395605,locality,Eggenstein-Leopoldshafen,,,,1.0,Baden-Württemberg,BW,Karlsruhe,Eggenstein-Leopoldshafen,Eggenstein-Leopoldshafen,,Germany,DEU,Europe,"Eggenstein-Leopoldshafen, BW, Germany",Eggenstein-Leopoldshafen,
52.409514,13.052214,locality,Potsdam,,,,1.0,Brandenburg,BB,Potsdam,Potsdam,Potsdam,,Germany,DEU,Europe,"Potsdam, BB, Germany",Potsdam,
49.279698,9.689136,locality,Künzelsau,,,,1.0,Baden-Württemberg,BW,Hohenlohekreis,Künzelsau,Künzelsau,,Germany,DEU,Europe,"Künzelsau, BW, Germany",Künzelsau-Gaisbach,
53.543781,10.167054,locality,Oststeinbek,,,,1.0,Schleswig-Holstein,SH,Stormarn,Oststeinbek,Oststeinbek,,Germany,DEU,Europe,"Oststeinbek, SH, Germany",Oststeinbek,
49.26593,8.61803,locality,Sankt Leon-Rot,,,,1.0,Baden-Württemberg,BW,Rhein-Neckar-Kreis,Sankt Leon-Rot,St. Leon-Rot,,Germany,DEU,Europe,"Sankt Leon-Rot, BW, Germany",Sankt Leon-Rot,
48.755271,8.24377,locality,Baden,,,,1.0,Baden-Württemberg,BW,Baden-Baden,Baden,Baden-Baden,,Germany,DEU,Europe,"Baden, BW, Germany",Baden-Baden,
51.197317,6.692426,locality,Neuss,,,,1.0,North Rhine-Westphalia,NW,Rhein-Kreis Neuss,Neuss,Neuss,,Germany,DEU,Europe,"Neuss, NW, Germany",Neuss,
49.228965,6.990988,venue,"New York, New York",57,66117,Trillerweg,1.0,Saarland,SL,Saarpfalz-Kreis,Saarbrücken,St. Ingbert,,Germany,DEU,Europe,"New York, New York, Saarbrücken, SL, Germany",New York,
50.814731,7.129776,locality,Troisdorf,,,,1.0,North Rhine-Westphalia,NW,Rhein-Sieg-Kreis,Troisdorf,Troisdorf,,Germany,DEU,Europe,"Troisdorf, NW, Germany",Troisdorf,
48.647621,9.449523,locality,Kirchheim unter Teck,,,,1.0,Baden-Württemberg,BW,Esslingen,Kirchheim unter Teck,Kirchheim unter Teck,,Germany,DEU,Europe,"Kirchheim unter Teck, BW, Germany",Kirchheim,
51.193186,7.013046,locality,Haan,,,,1.0,North Rhine-Westphalia,NW,Mettmann,Haan,Haan,,Germany,DEU,Europe,"Haan, NW, Germany",Haan,
48.048643,11.703157,locality,Hohenbrunn,,,,1.0,Bavaria,BY,München,Hohenbrunn,Hohenbrunn,,Germany,DEU,Europe,"Hohenbrunn, BY, Germany",Hohenbrunn,
48.815768,9.25852,venue,Kolding – das 1 Liter Haus!,,,,1.0,Baden-Württemberg,BW,Rems-Murr-Kreis,Fellbach,Fellbach,Berg,Germany,DEU,Europe,"Kolding – das 1 Liter Haus!, Fellbach, BW, Germany",Kolding,
48.128899,11.367687,locality,Germering,,,,1.0,Bavaria,BY,Fürstenfeldbruck,Germering,Germering,,Germany,DEU,Europe,"Germering, BY, Germany",Germering,
50.144572,11.064719,locality,Lichtenfels,,,,1.0,Bavaria,BY,Lichtenfels,Lichtenfels,Lichtenfels,,Germany,DEU,Europe,"Lichtenfels, BY, Germany",Lichtenfels,
52.432494,13.836588,locality,Grünheide,,,,1.0,Brandenburg,BB,Oder-Spree,Grünheide,Grünheide (Mark),,Germany,DEU,Europe,"Grünheide, BB, Germany",Grunheide,
54.740015,9.435791,locality,Flensburg,,,,1.0,Schleswig-Holstein,SH,Schleswig-Flensburg,Flensburg,Handewitt,,Germany,DEU,Europe,"Flensburg, SH, Germany",Flensburg,
54.081695,9.794596,region,Schleswig-Holstein,,,,1.0,Schleswig-Holstein,SH,,,,,Germany,DEU,Europe,"Schleswig-Holstein, Germany",Schleswig-Holstein,
51.266207,6.537727,locality,Willich,,,,1.0,North Rhine-Westphalia,NW,Viersen,Willich,Willich,,Germany,DEU,Europe,"Willich, NW, Germany",Willich,
47.766452,9.174415,locality,Überlingen,,,,1.0,Baden-Württemberg,BW,Bodenseekreis,Überlingen,Überlingen,,Germany,DEU,Europe,"Überlingen, BW, Germany",Überlingen,
48.523078,9.059097,locality,Tübingen,,,,1.0,Baden-Württemberg,BW,Tübingen,Tübingen,Tübingen,,Germany,DEU,Europe,"Tübingen, BW, Germany",Tübingen,
48.808468,9.319723,locality,Kernen im Remstal,,,,1.0,Baden-Württemberg,BW,Rems-Murr-Kreis,Kernen im Remstal,Kernen im Remstal,,Germany,DEU,Europe,"Kernen im Remstal, BW, Germany",Kernen,
50.66062,10.478757,locality,Christes,,,,1.0,Thuringia,TH,Schmalkalden-Meiningen,Christes,Dolmar-Salzbrücke,,Germany,DEU,Europe,"Christes, TH, Germany",Christes,
48.6309,12.89877,neighbourhood,Dornach,,,,0.6,Bavaria,BY,Dingolfing-Landau,Eichendorf,Eichendorf,Dornach,Germany,DEU,Europe,"Dornach, Eichendorf, BY, Germany",Dornach,
49.235706,7.271102,locality,Blieskastel,,,,1.0,Saarland,SL,Saarpfalz-Kreis,Blieskastel,Blieskastel,,Germany,DEU,Europe,"Blieskastel, SL, Germany",Blieskastel,
51.07288,13.025382,locality,Waldheim,,,,1.0,Saxony,SN,Mittelsachsen,Waldheim,Waldheim,,Germany,DEU,Europe,"Waldheim, SN, Germany",Waldheim,
54.216229,10.879762,locality,Lensahn,,,,1.0,Schleswig-Holstein,SH,Ostholstein,Lensahn,Lensahn,,Germany,DEU,Europe,"Lensahn, SH, Germany",Lensahn,
50.050435,8.695685,locality,Neu-Isenburg,,,,1.0,Hesse,HE,Offenbach,Neu-Isenburg,Neu-Isenburg,,Germany,DEU,Europe,"Neu-Isenburg, HE, Germany",Neu-Isenburg,
47.853616,12.116299,locality,Rosenheim,,,,1.0,Bavaria,BY,Rosenheim,Rosenheim,Rosenheim,,Germany,DEU,Europe,"Rosenheim, BY, Germany",Rosenheim,
53.48333,7.48333,neighbourhood,Eschen,,,,0.6,Lower Saxony,NI,Aurich,Aurich,Aurich,Eschen,Germany,DEU,Europe,"Eschen, Aurich, NI, Germany",Eschen,
,,,,,,,,,,,,,,,,,,Liechtenstein,
50.484503,8.269093,locality,Weilburg,,,,1.0,Hesse,HE,Limburg-Weilburg,Weilburg,Weilburg,,Germany,DEU,Europe,"Weilburg, HE, Germany",Weilburg,
54.313738,9.680169,locality,Buedelsdorf,,,,1.0,Schleswig-Holstein,SH,Rendsburg-Eckernförde,Buedelsdorf,Büdelsdorf,,Germany,DEU,Europe,"Buedelsdorf, SH, Germany",Büdelsdorf,
50.170725,12.137508,locality,Selb,,,,1.0,Bavaria,BY,Wunsiedel im Fichtelgebirge,Selb,Selb,,Germany,DEU,Europe,"Selb, BY, Germany",Selb,
,,,,,,,,,,,,,,,,,,Dordrecht,
51.135209,7.213733,locality,Wermelskirchen,,,,1.0,North Rhine-Westphalia,NW,Rheinisch-Bergischer Kreis,Wermelskirchen,Wermelskirchen,,Germany,DEU,Europe,"Wermelskirchen, NW, Germany",Wermelskirchen,
52.488741,13.396822,venue,Austria,30,10961,Bergmannstraße,0.8,Berlin,BE,,Berlin,Berlin,Kreuzberg,Germany,DEU,Europe,"Austria, Berlin, Germany",Austria,
50.493707,12.137093,locality,Plauen,,,,1.0,Saxony,SN,Vogtlandkreis,Plauen,Plauen,,Germany,DEU,Europe,"Plauen, SN, Germany",Plauen,
53.673068,10.235456,locality,Ahrensburg,,,,1.0,Schleswig-Holstein,SH,Stormarn,Ahrensburg,Ahrensburg,,Germany,DEU,Europe,"Ahrensburg, SH, Germany",Ahrensburg,
54.070224,9.982761,locality,Neumünster,,,,1.0,Schleswig-Holstein,SH,Neumünster,Neumünster,Neumünster,,Germany,DEU,Europe,"Neumünster, SH, Germany",Neumünster,
49.377025,10.188145,locality,Rothenburg upon Tauber,,,,1.0,Bavaria,BY,Ansbach,Rothenburg upon Tauber,Rothenburg ob der Tauber,,Germany,DEU,Europe,"Rothenburg upon Tauber, BY, Germany",Rothenburg,
53.569149,10.179477,locality,Barsbüttel,,,,1.0,Schleswig-Holstein,SH,Stormarn,Barsbüttel,Barsbüttel,,Germany,DEU,Europe,"Barsbüttel, SH, Germany",Barsbüttel,
50.727308,13.174637,venue,Österreich,,,,1.0,Saxony,SN,Erzgebirgskreis,Pockau-Lengefeld,Pockau-Lengefeld,,Germany,DEU,Europe,"Österreich, Pockau-Lengefeld, SN, Germany",Österreich,
49.480351,10.981111,locality,Fürth,,,,1.0,Bavaria,BY,Fürth,Fürth,Fürth,,Germany,DEU,Europe,"Fürth, BY, Germany",Fürth,
50.434336,7.67019,locality,Höhr-Grenzhausen,,,,1.0,Rhineland-Palatinate,RP,Westerwaldkreis,Höhr-Grenzhausen,Höhr-Grenzhausen,,Germany,DEU,Europe,"Höhr-Grenzhausen, RP, Germany",Höhr-Grenzhausen,
51.176385,7.070708,locality,Solingen,,,,1.0,North Rhine-Westphalia,NW,Solingen,Solingen,Solingen,,Germany,DEU,Europe,"Solingen, NW, Germany",Solingen,
50.206473,9.277774,locality,Biebergemünd,,,,1.0,Hesse,HE,Main-Kinzig-Kreis,Biebergemünd,Biebergemünd,,Germany,DEU,Europe,"Biebergemünd, HE, Germany",Biebergemünd,
53.331671,9.866311,locality,Buchholz in der Nordheide,,,,1.0,Lower Saxony,NI,Harburg,Buchholz in der Nordheide,Buchholz in der Nordheide,,Germany,DEU,Europe,"Buchholz in der Nordheide, NI, Germany",Boppard-Buchholz,
50.823526,6.128758,locality,Würselen,,,,1.0,North Rhine-Westphalia,NW,Aachen,Würselen,Würselen,,Germany,DEU,Europe,"Würselen, NW, Germany",Würselen,
49.634032,9.008157,locality,Erbach im Odenwald,,,,1.0,Hesse,HE,Odenwaldkreis,Erbach im Odenwald,Erbach,,Germany,DEU,Europe,"Erbach im Odenwald, HE, Germany",Erbach,
49.976929,9.147466,locality,Aschaffenburg,,,,1.0,Bavaria,BY,Aschaffenburg,Aschaffenburg,Aschaffenburg,,Germany,DEU,Europe,"Aschaffenburg, BY, Germany",Aschaffenburg,
48.004839,11.647386,county,München,,,,1.0,Bavaria,BY,München,,,,Germany,DEU,Europe,"München, BY, Germany",München-Ismaning,
51.849002,6.871077,locality,Borken,,,,1.0,North Rhine-Westphalia,NW,Borken,Borken,Borken,,Germany,DEU,Europe,"Borken, NW, Germany",Borken,
50.869385,9.711579,locality,Bad Hersfeld,,,,1.0,Hesse,HE,Hersfeld-Rotenburg,Bad Hersfeld,Bad Hersfeld,,Germany,DEU,Europe,"Bad Hersfeld, HE, Germany",Bad Hersfeld,
